molecule_chembl_id,pchembl_value
CHEMBL1812569,5.55
CHEMBL150177,4.07
CHEMBL5982112,6.0767
CHEMBL5173075,6.34
CHEMBL5561026,6.66
CHEMBL5963748,5.22
CHEMBL5873136,6.4267
CHEMBL3982710,7.94
CHEMBL5414627,6.77
CHEMBL5285308,7.5467
CHEMBL3425673,5.905
CHEMBL3671508,7.01
CHEMBL1830280,6.39
CHEMBL1952211,6.44
CHEMBL1952210,6.565
CHEMBL6054367,6.87
CHEMBL371888,7.23
CHEMBL3965075,6.005
CHEMBL4089951,8.12
CHEMBL4800367,8.82
CHEMBL2447950,9.42
CHEMBL3758889,7.39
CHEMBL5075204,6.45
CHEMBL5997498,10.35
CHEMBL5889117,6.26
CHEMBL5911542,5.85
CHEMBL4448691,6.545
CHEMBL5875009,4.7
CHEMBL3699581,7.725
CHEMBL5956472,7.82
CHEMBL248391,6.76
CHEMBL5952854,8.3933
CHEMBL5857682,9.11
CHEMBL6055384,8.7
CHEMBL3132872,6.56
CHEMBL122522,5.17
CHEMBL4100655,7.32
CHEMBL5782322,8.52
CHEMBL3958482,7.34
CHEMBL4283517,6.04
CHEMBL178654,7.47
CHEMBL4757531,6.5533
CHEMBL5176897,7.5575
CHEMBL340862,7.96
CHEMBL5283875,7.99
CHEMBL596957,7.14
CHEMBL9470,6.86
CHEMBL336113,6.0
CHEMBL372692,5.8
CHEMBL4873830,6.7
CHEMBL231885,6.15
CHEMBL4102389,8.47
CHEMBL4561572,6.38
CHEMBL5427116,6.46
CHEMBL4640482,4.355
CHEMBL4087740,9.1
CHEMBL209818,5.94
CHEMBL1198370,7.84
CHEMBL5972607,8.1
CHEMBL5950512,6.76
CHEMBL5806638,8.3
CHEMBL3671490,8.52
CHEMBL3786858,7.35
CHEMBL1171792,7.07
CHEMBL5809860,8.01
CHEMBL5081174,8.165
CHEMBL3813876,6.35
CHEMBL5196209,7.22
CHEMBL56936,8.7
CHEMBL3805089,6.73
CHEMBL6063948,5.26
CHEMBL1744347,7.12
CHEMBL5562124,4.13
CHEMBL193578,5.62
CHEMBL4087525,6.44
CHEMBL5749382,6.32
CHEMBL6057717,5.4275
CHEMBL92006,6.14
CHEMBL1173457,5.66
CHEMBL5760493,6.26
CHEMBL4562744,6.03
CHEMBL5926535,7.66
CHEMBL3087194,7.38
CHEMBL5893933,5.415
CHEMBL5792124,9.0
CHEMBL3934594,6.34
CHEMBL299763,4.3
CHEMBL3909214,7.0
CHEMBL3663934,8.585
CHEMBL248392,8.3
CHEMBL1683974,8.05
CHEMBL336409,5.97
CHEMBL3799956,4.35
CHEMBL5280359,7.99
CHEMBL73710,6.25
CHEMBL3982014,6.52
CHEMBL2419762,7.57
CHEMBL5809639,7.545
CHEMBL51741,8.7
CHEMBL4073960,7.7
CHEMBL155100,6.57
CHEMBL5894758,5.26
CHEMBL92812,8.275
CHEMBL3622624,7.0
CHEMBL5846820,9.22
CHEMBL5562889,6.5575
CHEMBL4468146,8.83
CHEMBL6038037,7.55
CHEMBL4459052,4.81
CHEMBL5832939,5.3867
CHEMBL520493,5.0
CHEMBL56219,5.82
CHEMBL5913449,6.84
CHEMBL3237930,6.2967
CHEMBL6061819,7.64
CHEMBL330668,6.11
CHEMBL245868,6.21
CHEMBL83,5.45
CHEMBL7827,5.97
CHEMBL4520903,6.2583
CHEMBL4871985,7.3
CHEMBL1172773,7.09
CHEMBL5201725,7.57
CHEMBL5942124,9.895
CHEMBL507329,7.145
CHEMBL447365,7.1
CHEMBL450109,7.4
CHEMBL450396,7.3
CHEMBL5773834,7.0233
CHEMBL3905411,7.28
CHEMBL6054382,7.77
CHEMBL3221552,5.4
CHEMBL4227281,6.555
CHEMBL4100075,5.96
CHEMBL247914,7.33
CHEMBL4873767,7.0
CHEMBL5851971,6.26
CHEMBL5870000,6.83
CHEMBL6043358,9.1
CHEMBL3929060,9.0
CHEMBL3958624,8.77
CHEMBL3671583,6.34
CHEMBL3740910,8.165
CHEMBL5562735,8.53
CHEMBL1828870,4.92
CHEMBL5287053,5.34
CHEMBL5275784,5.52
CHEMBL5088907,7.71
CHEMBL247309,7.0
CHEMBL355019,6.13
CHEMBL339416,9.13
CHEMBL3774808,6.34
CHEMBL5394139,7.965
CHEMBL1830262,4.96
CHEMBL4105530,7.57
CHEMBL106232,5.35
CHEMBL5393923,10.02
CHEMBL4059772,7.85
CHEMBL5631207,7.505
CHEMBL5846412,8.92
CHEMBL5977738,9.85
CHEMBL5189379,6.01
CHEMBL5413223,6.96
CHEMBL5424597,6.39
CHEMBL281467,6.22
CHEMBL5171139,6.34
CHEMBL4746488,7.97
CHEMBL56236,5.17
CHEMBL5975926,8.52
CHEMBL5993827,5.25
CHEMBL4164396,7.79
CHEMBL4293690,6.54
CHEMBL5568100,4.09
CHEMBL5439143,7.62
CHEMBL131653,4.61
CHEMBL5988212,5.9425
CHEMBL2047027,5.21
CHEMBL5877896,6.26
CHEMBL435993,8.04
CHEMBL5821888,7.66
CHEMBL3586185,5.12
CHEMBL345988,6.57
CHEMBL2029429,8.94
CHEMBL3092323,5.885
CHEMBL3325478,5.16
CHEMBL2031304,9.29
CHEMBL3758802,8.3
CHEMBL3622626,6.98
CHEMBL2325103,5.08
CHEMBL6063877,6.96
CHEMBL3747055,5.07
CHEMBL181617,8.0
CHEMBL1683958,7.17
CHEMBL2437458,7.2983
CHEMBL1947045,4.775
CHEMBL4450843,6.11
CHEMBL4521381,8.8475
CHEMBL3920551,7.29
CHEMBL3671559,6.89
CHEMBL606466,6.96
CHEMBL5406494,7.505
CHEMBL5746447,6.26
CHEMBL3087208,6.84
CHEMBL3982407,4.73
CHEMBL6039541,7.6967
CHEMBL322066,5.77
CHEMBL4575427,4.35
CHEMBL1172877,4.57
CHEMBL5892354,6.76
CHEMBL6050550,8.08
CHEMBL472942,4.87
CHEMBL6027769,7.875
CHEMBL1630115,7.54
CHEMBL3759725,8.52
CHEMBL4082763,7.435
CHEMBL1645465,6.17
CHEMBL5870784,7.15
CHEMBL5567575,7.4533
CHEMBL4453068,7.265
CHEMBL5998521,7.795
CHEMBL6057006,8.14
CHEMBL5200275,7.32
CHEMBL3914322,7.0
CHEMBL5584052,9.12
CHEMBL335931,5.46
CHEMBL1241950,5.16
CHEMBL3087206,7.39
CHEMBL3087207,6.69
CHEMBL5620256,6.78
CHEMBL2425094,7.32
CHEMBL3699609,8.26
CHEMBL5282716,7.2675
CHEMBL4226937,6.09
CHEMBL2018767,5.03
CHEMBL6057486,8.15
CHEMBL5822340,8.52
CHEMBL4097795,8.24
CHEMBL186001,7.17
CHEMBL165731,8.82
CHEMBL593770,5.85
CHEMBL1821865,5.57
CHEMBL4079861,8.62
CHEMBL1958213,5.7
CHEMBL195437,4.79
CHEMBL5950577,8.4
CHEMBL255866,6.51
CHEMBL599145,5.3
CHEMBL6016956,7.71
CHEMBL3403518,6.99
CHEMBL4516232,9.66
CHEMBL589590,4.5
CHEMBL5925262,8.52
CHEMBL337035,4.9
CHEMBL4469866,8.06
CHEMBL5410384,6.86
CHEMBL5175924,6.66
CHEMBL4060919,8.26
CHEMBL3759963,7.89
CHEMBL4457885,7.5967
CHEMBL1641992,5.89
CHEMBL4475780,6.63
CHEMBL3753157,6.3
CHEMBL5907345,6.12
CHEMBL5420623,8.74
CHEMBL3883652,4.96
CHEMBL5977258,5.26
CHEMBL248115,7.07
CHEMBL592216,8.6
CHEMBL89505,5.1
CHEMBL5878717,9.0
CHEMBL1080990,5.92
CHEMBL5769440,7.51
CHEMBL4798480,6.74
CHEMBL5875433,7.68
CHEMBL5797150,8.7
CHEMBL4786961,7.9
CHEMBL2070194,5.89
CHEMBL5288751,6.35
CHEMBL3805218,7.59
CHEMBL4211322,4.9533
CHEMBL1241579,5.32
CHEMBL1240544,5.04
CHEMBL6052335,7.42
CHEMBL6003108,6.26
CHEMBL3655348,8.0
CHEMBL3674150,8.1267
CHEMBL414013,4.12
CHEMBL6011218,8.24
CHEMBL1081312,6.58
CHEMBL2064372,7.11
CHEMBL445572,7.05
CHEMBL5282557,6.8
CHEMBL1630112,8.55
CHEMBL4780965,8.7
CHEMBL4293145,8.345
CHEMBL4171764,8.58
CHEMBL5993116,8.4
CHEMBL3092308,7.19
CHEMBL4076515,5.89
CHEMBL504034,7.4
CHEMBL5820260,8.7
CHEMBL1081198,4.3
CHEMBL5942595,8.05
CHEMBL1090364,7.095
CHEMBL4091626,7.96
CHEMBL449949,5.58
CHEMBL538757,5.06
CHEMBL5795465,8.7
CHEMBL311111,5.9
CHEMBL3932176,8.46
CHEMBL2048904,7.44
CHEMBL3699610,7.7
CHEMBL1944929,4.18
CHEMBL419022,6.16
CHEMBL136102,6.71
CHEMBL5567060,7.445
CHEMBL5415613,7.86
CHEMBL2316151,6.385
CHEMBL5846336,7.72
CHEMBL3663924,8.77
CHEMBL5925537,5.26
CHEMBL475599,6.52
CHEMBL214023,7.72
CHEMBL473429,8.52
CHEMBL4649261,7.3375
CHEMBL5286575,7.67
CHEMBL5572514,9.09
CHEMBL2437460,8.2817
CHEMBL5770970,7.395
CHEMBL3678947,8.2833
CHEMBL3923228,8.335
CHEMBL3234747,7.36
CHEMBL6020835,8.41
CHEMBL133023,7.62
CHEMBL1173014,4.86
CHEMBL5266482,7.15
CHEMBL115187,6.89
CHEMBL6041859,8.52
CHEMBL1812431,5.92
CHEMBL5401500,8.2
CHEMBL3753011,8.8
CHEMBL5420857,7.77
CHEMBL4759072,9.08
CHEMBL3325480,4.78
CHEMBL1241862,4.0
CHEMBL243839,6.925
CHEMBL4741925,6.69
CHEMBL5945719,8.0833
CHEMBL50470,5.87
CHEMBL4206288,7.7333
CHEMBL5184084,5.52
CHEMBL517130,8.05
CHEMBL461968,8.1
CHEMBL5290583,8.925
CHEMBL592711,5.76
CHEMBL299194,5.06
CHEMBL6015239,9.0
CHEMBL5436840,6.43
CHEMBL4525168,6.4
CHEMBL4126797,7.34
CHEMBL5956969,7.2925
CHEMBL3040548,7.28
CHEMBL5854233,7.6
CHEMBL5935382,5.87
CHEMBL4567599,6.9
CHEMBL6061460,7.69
CHEMBL2442327,5.51
CHEMBL5879075,8.7
CHEMBL370808,5.28
CHEMBL5566021,4.25
CHEMBL1914662,7.58
CHEMBL3981621,7.03
CHEMBL5203821,6.44
CHEMBL299893,8.3
CHEMBL3678955,8.1867
CHEMBL242740,5.48
CHEMBL3815115,6.535
CHEMBL2374458,7.24
CHEMBL56505,7.46
CHEMBL4642177,6.43
CHEMBL5970341,6.696
CHEMBL4066684,6.14
CHEMBL554983,7.085
CHEMBL486437,4.66
CHEMBL5196498,6.485
CHEMBL3947759,6.97
CHEMBL3233793,7.845
CHEMBL5274514,8.3267
CHEMBL1956887,5.21
CHEMBL5885438,8.3
CHEMBL5630852,7.505
CHEMBL137082,6.81
CHEMBL5758432,7.34
CHEMBL5197952,6.8
CHEMBL5842313,8.52
CHEMBL3986103,7.445
CHEMBL126974,5.96
CHEMBL5750515,6.3667
CHEMBL402149,7.62
CHEMBL5953740,9.3
CHEMBL5747102,6.7383
CHEMBL4795296,9.4
CHEMBL2408828,7.1433
CHEMBL4218154,8.335
CHEMBL3671521,6.89
CHEMBL5985452,8.7
CHEMBL2408823,5.875
CHEMBL3786098,7.524
CHEMBL3787132,6.92
CHEMBL3786812,7.8
CHEMBL3759127,6.89
CHEMBL5857842,7.24
CHEMBL2425090,7.58
CHEMBL1688539,7.52
CHEMBL53062,8.255
CHEMBL5769810,8.55
CHEMBL114490,5.63
CHEMBL5631094,8.695
CHEMBL565714,7.68
CHEMBL598520,6.5
CHEMBL4163321,6.5
CHEMBL3742059,7.51
CHEMBL3763790,8.44
CHEMBL5879544,6.26
CHEMBL3671576,7.35
CHEMBL5432017,7.22
CHEMBL5512556,6.18
CHEMBL3219347,7.914
CHEMBL5885640,7.4
CHEMBL5901440,7.8
CHEMBL5786339,8.17
CHEMBL5747445,6.875
CHEMBL5849722,6.505
CHEMBL5208397,6.94
CHEMBL204085,8.77
CHEMBL591039,7.06
CHEMBL3774947,7.2
CHEMBL6023068,8.7
CHEMBL4464785,5.8
CHEMBL5085118,8.885
CHEMBL5802612,8.7
CHEMBL4293326,6.02
CHEMBL5512476,7.15
CHEMBL1830268,4.83
CHEMBL3671574,7.6
CHEMBL1090353,6.18
CHEMBL3740247,5.04
CHEMBL4075103,8.02
CHEMBL4062528,7.57
CHEMBL5284848,6.89
CHEMBL1077095,4.32
CHEMBL1812571,6.03
CHEMBL5993258,8.22
CHEMBL5918820,8.52
CHEMBL5933788,8.52
CHEMBL4449589,6.755
CHEMBL202721,6.96
CHEMBL5829060,9.0
CHEMBL5984029,8.146
CHEMBL5404033,6.9
CHEMBL461792,8.0
CHEMBL5943090,7.58
CHEMBL1944928,4.155
CHEMBL5435881,7.15
CHEMBL3806145,7.24
CHEMBL3622620,6.71
CHEMBL90013,7.96
CHEMBL5633878,4.32
CHEMBL4751641,9.15
CHEMBL334032,4.355
CHEMBL5950367,5.26
CHEMBL5820070,6.52
CHEMBL5396183,5.88
CHEMBL5971901,9.55
CHEMBL5612418,4.64
CHEMBL5280555,6.8875
CHEMBL156555,4.0
CHEMBL475600,6.94
CHEMBL39715,8.245
CHEMBL3676362,7.85
CHEMBL202162,5.29
CHEMBL89723,5.02
CHEMBL6000425,7.89
CHEMBL5939638,5.26
CHEMBL5398727,6.2
CHEMBL155278,7.845
CHEMBL5208549,6.69
CHEMBL4087243,7.09
CHEMBL6049695,8.7
CHEMBL3622640,8.52
CHEMBL5999274,6.07
CHEMBL4783948,6.82
CHEMBL5394752,6.6
CHEMBL5395370,6.75
CHEMBL4099329,8.96
CHEMBL3676378,7.64
CHEMBL5434318,7.35
CHEMBL3297895,6.99
CHEMBL137027,6.32
CHEMBL3814694,7.4467
CHEMBL5948463,8.7
CHEMBL5267773,7.03
CHEMBL3233775,7.6
CHEMBL462338,5.11
CHEMBL5204417,6.82
CHEMBL5753614,6.0033
CHEMBL166093,9.74
CHEMBL5941761,5.62
CHEMBL5769603,7.89
CHEMBL5824924,8.46
CHEMBL3234743,5.88
CHEMBL165574,9.0
CHEMBL5631882,6.23
CHEMBL5845962,5.89
CHEMBL4445017,8.02
CHEMBL5523623,7.39
CHEMBL5847006,7.0975
CHEMBL5949435,6.26
CHEMBL340898,8.46
CHEMBL481789,5.33
CHEMBL5762432,8.52
CHEMBL5832364,5.4225
CHEMBL4289274,5.77
CHEMBL3904778,7.725
CHEMBL76642,4.12
CHEMBL501368,4.7
CHEMBL592211,6.02
CHEMBL5889296,6.26
CHEMBL4439053,4.98
CHEMBL5087931,7.575
CHEMBL5397983,5.57
CHEMBL93051,7.82
CHEMBL69629,8.19
CHEMBL22978,6.1
CHEMBL1241775,4.16
CHEMBL51659,8.755
CHEMBL4441029,7.28
CHEMBL5860809,8.22
CHEMBL5823873,5.6175
CHEMBL503253,6.92
CHEMBL451347,6.17
CHEMBL5897419,9.4067
CHEMBL5267161,6.91
CHEMBL3890186,8.05
CHEMBL5787183,6.93
CHEMBL378144,9.22
CHEMBL31965,8.5785
CHEMBL6025187,8.0167
CHEMBL2105717,6.6267
CHEMBL5935668,8.22
CHEMBL157807,5.33
CHEMBL433305,6.51
CHEMBL210502,5.97
CHEMBL1828877,4.84
CHEMBL5821520,8.15
CHEMBL1928956,6.2
CHEMBL3805654,6.45
CHEMBL1241582,4.0
CHEMBL453737,5.77
CHEMBL2347973,5.47
CHEMBL5812080,5.26
CHEMBL6039337,6.92
CHEMBL497697,7.92
CHEMBL498247,4.98
CHEMBL3740257,5.285
CHEMBL2426285,5.65
CHEMBL5872120,8.3
CHEMBL1830261,5.68
CHEMBL1928310,7.36
CHEMBL3759754,5.87
CHEMBL4462318,6.75
CHEMBL422540,4.0
CHEMBL3403515,6.99
CHEMBL484270,7.725
CHEMBL587723,8.7
CHEMBL5268092,7.33
CHEMBL6039812,6.76
CHEMBL480348,6.92
CHEMBL3355883,7.42
CHEMBL24979,6.7
CHEMBL5821080,6.52
CHEMBL293064,7.03
CHEMBL404405,7.89
CHEMBL5796638,6.7
CHEMBL2047017,5.65
CHEMBL5779142,8.7
CHEMBL3237939,5.0
CHEMBL5556841,6.62
CHEMBL1090358,8.16
CHEMBL5825830,7.924
CHEMBL4282879,7.17
CHEMBL2029696,5.25
CHEMBL5864922,8.7
CHEMBL6001037,7.135
CHEMBL1094196,5.9
CHEMBL6050482,5.89
CHEMBL4061043,7.335
CHEMBL6014541,8.19
CHEMBL4069277,6.565
CHEMBL5206110,8.5533
CHEMBL99024,5.98
CHEMBL2047242,4.71
CHEMBL1171638,4.67
CHEMBL3747407,4.82
CHEMBL3416608,6.74
CHEMBL5819312,6.165
CHEMBL517585,7.3
CHEMBL5822838,6.76
CHEMBL4850239,7.9183
CHEMBL4647325,6.16
CHEMBL225721,6.01
CHEMBL3921302,7.7
CHEMBL4463898,7.14
CHEMBL301549,6.58
CHEMBL4087268,8.48
CHEMBL130049,5.62
CHEMBL182397,5.55
CHEMBL1958212,5.97
CHEMBL4282954,8.545
CHEMBL6009126,7.94
CHEMBL3734988,7.09
CHEMBL5593262,7.08
CHEMBL39337,8.53
CHEMBL6058935,8.0
CHEMBL1173666,5.11
CHEMBL3087199,7.23
CHEMBL474267,5.0
CHEMBL5898353,5.62
CHEMBL4540070,5.54
CHEMBL3360617,9.31
CHEMBL1204199,9.39
CHEMBL5968417,5.96
CHEMBL1242380,4.92
CHEMBL1242381,4.75
CHEMBL5972723,5.07
CHEMBL525805,7.22
CHEMBL6048356,7.6
CHEMBL4095253,6.19
CHEMBL2048905,8.39
CHEMBL4102214,4.35
CHEMBL1828873,4.99
CHEMBL3946096,9.05
CHEMBL5852720,8.52
CHEMBL5820282,8.22
CHEMBL394463,5.75
CHEMBL1829271,4.61
CHEMBL3325474,5.37
CHEMBL5755507,8.906
CHEMBL5268781,9.47
CHEMBL3671483,7.44
CHEMBL36164,7.665
CHEMBL3930270,6.29
CHEMBL3416617,5.68
CHEMBL3921347,7.1
CHEMBL1934633,7.01
CHEMBL5403085,6.8967
CHEMBL3775664,6.875
CHEMBL5855771,5.39
CHEMBL5597898,7.43
CHEMBL5408234,5.75
CHEMBL329856,8.22
CHEMBL6036686,7.26
CHEMBL5964701,5.26
CHEMBL3355876,9.29
CHEMBL6044391,8.4
CHEMBL5839771,6.354
CHEMBL598307,7.32
CHEMBL4796407,7.6967
CHEMBL127611,8.49
CHEMBL3929354,6.28
CHEMBL1090354,7.0
CHEMBL3623279,8.82
CHEMBL1947122,5.04
CHEMBL5981434,7.96
CHEMBL5556548,6.5933
CHEMBL5903044,7.53
CHEMBL5984480,7.53
CHEMBL3092322,6.97
CHEMBL217092,6.385
CHEMBL4289682,6.03
CHEMBL6020006,5.29
CHEMBL5934422,6.69
CHEMBL4103761,5.92
CHEMBL1242027,4.99
CHEMBL1928301,7.73
CHEMBL4095063,8.07
CHEMBL1812556,5.22
CHEMBL3234751,5.26
CHEMBL6038402,8.4
CHEMBL3663925,8.82
CHEMBL5753139,8.54
CHEMBL6013835,7.85
CHEMBL5094282,7.98
CHEMBL166766,6.14
CHEMBL169200,6.05
CHEMBL5287438,8.47
CHEMBL5948070,8.3
CHEMBL4593230,6.82
CHEMBL4543893,5.7
CHEMBL5798855,9.845
CHEMBL4162767,7.48
CHEMBL5795501,5.62
CHEMBL6060780,6.22
CHEMBL3623281,8.39
CHEMBL248222,7.17
CHEMBL316127,7.13
CHEMBL3233759,5.3
CHEMBL4757724,8.3367
CHEMBL5979689,5.82
CHEMBL5558842,6.47
CHEMBL5797186,7.255
CHEMBL2337368,4.41
CHEMBL3114701,7.695
CHEMBL5088423,7.365
CHEMBL5193016,7.6375
CHEMBL3910297,6.0
CHEMBL5901984,4.9825
CHEMBL1172947,4.61
CHEMBL113900,6.6
CHEMBL4514393,6.98
CHEMBL2437225,7.73
CHEMBL5977597,5.4117
CHEMBL5178898,9.42
CHEMBL4871593,7.22
CHEMBL5280144,7.01
CHEMBL5783119,6.79
CHEMBL490569,6.1
CHEMBL5868518,8.5
CHEMBL2385959,6.34
CHEMBL598799,8.04
CHEMBL6031887,6.95
CHEMBL489058,8.0
CHEMBL5273342,6.45
CHEMBL5991264,5.76
CHEMBL5755010,6.26
CHEMBL1095463,4.34
CHEMBL3403517,8.47
CHEMBL450786,5.42
CHEMBL5276304,7.39
CHEMBL325156,5.32
CHEMBL4282482,5.14
CHEMBL391321,7.35
CHEMBL4444312,7.8
CHEMBL1812570,5.46
CHEMBL4060039,8.37
CHEMBL3263967,5.825
CHEMBL3699597,7.7
CHEMBL3671532,6.87
CHEMBL5952823,9.28
CHEMBL5290971,6.64
CHEMBL6055068,5.82
CHEMBL92961,7.01
CHEMBL76929,5.725
CHEMBL243629,7.2
CHEMBL470219,8.4
CHEMBL5921108,8.4
CHEMBL5768513,8.7
CHEMBL5596876,9.3933
CHEMBL5769228,6.76
CHEMBL65848,5.85
CHEMBL1907763,7.0
CHEMBL595615,7.34
CHEMBL1630114,7.31
CHEMBL3263373,6.19
CHEMBL5774421,8.0
CHEMBL3819120,7.3933
CHEMBL6031115,8.3
CHEMBL5968382,8.3
CHEMBL5218797,8.82
CHEMBL5894066,5.75
CHEMBL3739527,7.57
CHEMBL4554486,4.81
CHEMBL5997672,4.67
CHEMBL5632719,7.0
CHEMBL5759210,6.7529
CHEMBL4244030,5.85
CHEMBL4077917,6.87
CHEMBL3622619,6.94
CHEMBL2332119,5.58
CHEMBL57347,6.82
CHEMBL590962,4.43
CHEMBL406845,6.32
CHEMBL338049,7.77
CHEMBL283682,6.31
CHEMBL1087368,5.915
CHEMBL113023,6.6
CHEMBL279459,6.35
CHEMBL3896476,7.19
CHEMBL5193123,10.15
CHEMBL506414,8.05
CHEMBL4439632,8.0
CHEMBL5998056,5.26
CHEMBL1173022,4.71
CHEMBL5575930,9.15
CHEMBL4435233,8.3
CHEMBL5758598,7.96
CHEMBL1828882,4.66
CHEMBL4468034,6.75
CHEMBL4097245,8.06
CHEMBL2381509,7.4233
CHEMBL3982289,7.72
CHEMBL3622651,8.68
CHEMBL4202780,5.0833
CHEMBL4284911,5.91
CHEMBL1242665,4.35
CHEMBL379041,5.05
CHEMBL4755444,6.63
CHEMBL5924732,5.8
CHEMBL5834321,8.7
CHEMBL490768,6.4
CHEMBL4213400,7.11
CHEMBL3930620,9.92
CHEMBL5808896,8.245
CHEMBL5890119,8.85
CHEMBL5998236,8.24
CHEMBL2425085,7.47
CHEMBL5093794,6.05
CHEMBL193159,7.75
CHEMBL4226965,6.5533
CHEMBL136404,8.11
CHEMBL5784687,7.6
CHEMBL5740925,6.76
CHEMBL4873600,6.32
CHEMBL3699584,8.26
CHEMBL5828469,6.695
CHEMBL3962233,9.0
CHEMBL4559807,8.365
CHEMBL1173249,4.74
CHEMBL5272345,6.685
CHEMBL4228672,8.3
CHEMBL2048790,6.29
CHEMBL3671585,6.38
CHEMBL5762000,8.22
CHEMBL80809,8.3
CHEMBL334026,4.62
CHEMBL5402816,7.62
CHEMBL5938232,6.26
CHEMBL3263960,5.475
CHEMBL4787536,6.63
CHEMBL4290869,7.745
CHEMBL4086056,8.75
CHEMBL391675,6.3
CHEMBL5413239,6.42
CHEMBL5397111,6.69
CHEMBL460732,7.03
CHEMBL3263969,5.72
CHEMBL505896,5.77
CHEMBL4216265,5.0367
CHEMBL2337371,4.51
CHEMBL4860527,6.75
CHEMBL202424,7.82
CHEMBL4870560,7.19
CHEMBL6048885,6.326
CHEMBL5756147,6.26
CHEMBL5771584,6.5486
CHEMBL14952,6.98
CHEMBL93635,6.09
CHEMBL5783875,6.76
CHEMBL204330,6.06
CHEMBL5818001,7.24
CHEMBL5564483,7.17
CHEMBL338114,9.04
CHEMBL5967585,8.0
CHEMBL208286,7.7
CHEMBL5926958,8.22
CHEMBL3671507,7.58
CHEMBL1242852,6.75
CHEMBL2029697,4.14
CHEMBL5761717,5.3767
CHEMBL1272006,5.96
CHEMBL5807044,7.82
CHEMBL4797515,6.84
CHEMBL5764261,8.7
CHEMBL4535949,7.32
CHEMBL5805600,6.19
CHEMBL4776833,6.2
CHEMBL5574213,5.22
CHEMBL4755651,7.18
CHEMBL6050653,8.7
CHEMBL6060784,8.7
CHEMBL589561,6.01
CHEMBL1221512,5.49
CHEMBL6013580,5.26
CHEMBL5172251,7.425
CHEMBL3808884,7.385
CHEMBL6019588,5.26
CHEMBL6028878,7.8
CHEMBL6002810,7.7
CHEMBL1240565,4.82
CHEMBL5194543,6.75
CHEMBL5985870,7.44
CHEMBL5975268,7.43
CHEMBL5567355,9.12
CHEMBL3234750,8.22
CHEMBL4464879,6.66
CHEMBL1089524,8.32
CHEMBL3931858,7.13
CHEMBL5943616,8.0
CHEMBL206320,5.35
CHEMBL527026,5.705
CHEMBL4458437,7.41
CHEMBL391778,7.46
CHEMBL5597851,7.12
CHEMBL6017659,7.19
CHEMBL5987816,7.6
CHEMBL5631269,7.26
CHEMBL333454,5.41
CHEMBL2312652,4.52
CHEMBL4741922,9.22
CHEMBL3344214,7.54
CHEMBL176470,5.19
CHEMBL3233766,6.11
CHEMBL5873702,7.9833
CHEMBL3900054,6.69
CHEMBL1817965,6.255
CHEMBL3805774,7.76
CHEMBL589826,7.49
CHEMBL91925,7.14
CHEMBL2347961,7.935
CHEMBL5753671,8.035
CHEMBL1928312,8.23
CHEMBL5280575,6.05
CHEMBL4287141,8.49
CHEMBL3133756,7.0
CHEMBL5271978,6.08
CHEMBL5774126,9.765
CHEMBL4460261,7.155
CHEMBL4095195,4.3
CHEMBL4098409,6.78
CHEMBL3671561,7.77
CHEMBL1240545,4.89
CHEMBL3655342,9.0
CHEMBL5174372,5.4
CHEMBL5800035,5.26
CHEMBL5817509,8.7
CHEMBL602728,7.05
CHEMBL4072383,7.33
CHEMBL382073,8.74
CHEMBL4462528,6.21
CHEMBL3751976,8.17
CHEMBL3237948,6.29
CHEMBL4439680,8.05
CHEMBL3763360,8.04
CHEMBL5780056,6.52
CHEMBL366580,9.47
CHEMBL6053138,8.1
CHEMBL726,4.4
CHEMBL4796408,6.25
CHEMBL5800063,4.6967
CHEMBL598797,8.185
CHEMBL5774120,7.05
CHEMBL5792750,5.26
CHEMBL3759085,6.56
CHEMBL3263961,5.785
CHEMBL1243283,8.2
CHEMBL116525,6.04
CHEMBL4087646,8.22
CHEMBL5909725,8.22
CHEMBL120069,6.89
CHEMBL5923228,5.29
CHEMBL3233789,7.715
CHEMBL3622679,8.19
CHEMBL5179357,8.25
CHEMBL5438940,6.8
CHEMBL5872595,7.28
CHEMBL2325087,6.18
CHEMBL213342,7.57
CHEMBL62176,6.0
CHEMBL6007810,4.67
CHEMBL5778388,5.29
CHEMBL4100377,8.17
CHEMBL1242294,6.75
CHEMBL3676355,8.05
CHEMBL5881330,8.22
CHEMBL5909441,7.37
CHEMBL95320,6.07
CHEMBL3622670,8.15
CHEMBL5876875,8.76
CHEMBL5763353,7.96
CHEMBL5613826,6.64
CHEMBL540701,7.1
CHEMBL5573159,5.41
CHEMBL5436965,8.6
CHEMBL6063848,8.4
CHEMBL6007769,8.15
CHEMBL3622622,7.14
CHEMBL3416634,7.15
CHEMBL4290568,8.64
CHEMBL5290095,6.64
CHEMBL5270309,6.57
CHEMBL5773016,6.52
CHEMBL5937548,8.52
CHEMBL1095130,5.6
CHEMBL337026,6.7
CHEMBL5275672,7.19
CHEMBL5810622,8.0
CHEMBL4091010,6.84
CHEMBL5989430,8.285
CHEMBL5961174,6.56
CHEMBL4780855,6.64
CHEMBL3676391,6.61
CHEMBL3639984,7.19
CHEMBL3814959,7.3867
CHEMBL5279539,7.68
CHEMBL3263380,6.92
CHEMBL5189574,8.05
CHEMBL3765789,7.655
CHEMBL3676389,7.75
CHEMBL4560430,9.66
