molecule_chembl_id,pchembl_value
CHEMBL3957801,7.825
CHEMBL5910943,5.98
CHEMBL1172802,5.38
CHEMBL1241773,4.92
CHEMBL396079,6.3
CHEMBL5739768,6.26
CHEMBL4166436,6.06
CHEMBL4587222,6.28
CHEMBL3622678,8.38
CHEMBL525527,5.01
CHEMBL2324871,6.46
CHEMBL5422465,7.75
CHEMBL5287042,6.87
CHEMBL92709,6.95
CHEMBL5982869,6.9225
CHEMBL3787662,8.4
CHEMBL5199612,6.74
CHEMBL37346,5.26
CHEMBL2347966,7.86
CHEMBL3739812,5.62
CHEMBL3814211,7.3233
CHEMBL452768,6.82
CHEMBL349070,8.74
CHEMBL4643111,7.785
CHEMBL5560711,6.1
CHEMBL589413,4.74
CHEMBL3416597,6.97
CHEMBL5772330,7.81
CHEMBL4100777,8.51
CHEMBL5928380,6.26
CHEMBL5932679,6.41
CHEMBL3774609,6.08
CHEMBL5750528,8.52
CHEMBL5415418,9.305
CHEMBL387207,6.8
CHEMBL6008076,8.7
CHEMBL5962946,6.0
CHEMBL2316145,5.17
CHEMBL4588786,7.61
CHEMBL195204,6.16
CHEMBL4082884,7.055
CHEMBL5996771,7.14
CHEMBL3361128,4.0
CHEMBL5759138,8.4
CHEMBL4088135,7.47
CHEMBL4207750,8.62
CHEMBL192737,6.76
CHEMBL4076405,6.54
CHEMBL4645726,5.75
CHEMBL4095071,5.96
CHEMBL2070192,5.99
CHEMBL3676353,7.82
CHEMBL4060996,8.64
CHEMBL377277,5.09
CHEMBL5873242,4.83
CHEMBL3425663,6.775
CHEMBL5988366,8.52
CHEMBL62701,4.65
CHEMBL6032856,8.8267
CHEMBL5816591,9.28
CHEMBL4527121,9.66
CHEMBL55379,5.75
CHEMBL3926657,6.31
CHEMBL5932725,5.3025
CHEMBL4647257,6.49
CHEMBL3219348,7.774
CHEMBL5169328,6.45
CHEMBL3416606,6.58
CHEMBL4634127,6.25
CHEMBL1928709,4.95
CHEMBL4068254,4.5
CHEMBL5741973,8.15
CHEMBL3806292,6.825
CHEMBL5425883,6.93
CHEMBL1934628,7.52
CHEMBL5173979,7.57
CHEMBL6012981,7.82
CHEMBL5573631,6.89
CHEMBL5266785,5.33
CHEMBL5940006,7.8
CHEMBL4225255,6.7925
CHEMBL5189183,6.44
CHEMBL5836680,5.26
CHEMBL5968711,8.4
CHEMBL291496,7.75
CHEMBL325949,5.11
CHEMBL165630,9.03
CHEMBL3671544,6.6
CHEMBL3622623,6.87
CHEMBL1242119,4.0
CHEMBL2179119,6.5533
CHEMBL3671567,5.71
CHEMBL3774982,6.08
CHEMBL3297899,7.15
CHEMBL5905340,6.51
CHEMBL3425668,5.2
CHEMBL3671515,7.23
CHEMBL5633661,5.24
CHEMBL56081,4.0
CHEMBL5752067,7.89
CHEMBL4592101,8.55
CHEMBL5914586,5.26
CHEMBL2385985,6.1
CHEMBL1242754,6.0
CHEMBL4441933,7.48
CHEMBL5927471,5.99
CHEMBL1087054,4.03
CHEMBL6051171,8.3
CHEMBL5195531,6.92
CHEMBL5967931,8.22
CHEMBL2048795,8.55
CHEMBL5975243,8.05
CHEMBL5909544,7.6
CHEMBL5190132,8.99
CHEMBL4086878,7.74
CHEMBL4857353,7.48
CHEMBL5280953,5.03
CHEMBL399928,7.03
CHEMBL4780286,9.25
CHEMBL513716,6.73
CHEMBL589809,5.38
CHEMBL5990895,5.232
CHEMBL436511,6.16
CHEMBL373882,4.6
CHEMBL5266100,7.1
CHEMBL2381510,7.1567
CHEMBL119987,5.29
CHEMBL4468924,7.85
CHEMBL5858538,6.76
CHEMBL3663922,8.31
CHEMBL2426283,4.805
CHEMBL1822061,5.11
CHEMBL5625037,8.2
CHEMBL3086102,8.1867
CHEMBL5188568,8.04
CHEMBL5942187,7.255
CHEMBL5275916,7.34
CHEMBL328277,6.09
CHEMBL3930810,7.7
CHEMBL5864704,6.225
CHEMBL213874,8.7
CHEMBL54091,8.91
CHEMBL5834453,8.9367
CHEMBL3759022,8.3
CHEMBL5851650,8.4
CHEMBL5558817,5.38
CHEMBL4441440,6.8
CHEMBL242541,7.54
CHEMBL3932338,5.58
CHEMBL2111784,6.06
CHEMBL542891,6.52
CHEMBL5575614,8.08
CHEMBL5959718,7.26
CHEMBL4794131,6.51
CHEMBL3233792,8.52
CHEMBL589119,4.51
CHEMBL5942334,8.52
CHEMBL1683965,7.75
CHEMBL5988897,7.75
CHEMBL262276,6.1
CHEMBL4786701,6.645
CHEMBL56731,6.03
CHEMBL3612567,6.47
CHEMBL583218,7.52
CHEMBL3360616,7.7
CHEMBL324718,6.09
CHEMBL2437464,7.984
CHEMBL5812562,7.42
CHEMBL388978,7.5631
CHEMBL3133909,5.5
CHEMBL1242659,5.94
CHEMBL5755363,8.52
CHEMBL5572882,7.15
CHEMBL5920201,8.4
CHEMBL5949226,7.28
CHEMBL502015,5.91
CHEMBL5806097,7.6
CHEMBL2408826,5.8633
CHEMBL127223,7.75
CHEMBL217090,6.05
CHEMBL5563395,5.63
CHEMBL3325477,7.05
CHEMBL4101719,7.935
CHEMBL5188730,6.67
CHEMBL5612290,5.04
CHEMBL4791596,8.555
CHEMBL5764948,8.15
CHEMBL3608432,6.4057
CHEMBL3233774,7.83
CHEMBL1947125,7.19
CHEMBL1958028,5.32
CHEMBL5830681,5.91
CHEMBL5190513,6.08
CHEMBL6065436,7.77
CHEMBL5908256,7.645
CHEMBL157021,4.8
CHEMBL3966111,6.79
CHEMBL1821881,4.65
CHEMBL1242030,4.89
CHEMBL504173,6.0
CHEMBL384711,7.37
CHEMBL119033,6.86
CHEMBL3759257,7.68
CHEMBL3759096,5.52
CHEMBL507714,7.24
CHEMBL293991,6.28
CHEMBL5969655,8.035
CHEMBL1761929,5.16
CHEMBL334915,5.46
CHEMBL4750368,7.47
CHEMBL555201,7.0
CHEMBL5411617,7.01
CHEMBL3416595,7.64
CHEMBL5517879,7.49
CHEMBL5290340,7.7
CHEMBL5933544,7.7
CHEMBL5966891,5.26
CHEMBL5285503,7.595
CHEMBL1821872,5.98
CHEMBL3814257,7.3967
CHEMBL3680378,7.92
CHEMBL155607,4.66
CHEMBL3977504,7.275
CHEMBL274732,6.03
CHEMBL4447962,6.435
CHEMBL5873524,6.26
CHEMBL4441037,6.96
CHEMBL6027273,8.52
CHEMBL5972461,8.2033
CHEMBL3929448,7.11
CHEMBL600048,4.66
CHEMBL5932930,6.6433
CHEMBL5425121,7.5
CHEMBL4446546,5.9
CHEMBL3098318,4.46
CHEMBL3633142,8.78
CHEMBL2442332,5.91
CHEMBL4520801,8.1
CHEMBL5781756,8.1
CHEMBL4293134,6.12
CHEMBL5419895,8.39
CHEMBL1928957,6.09
CHEMBL3622644,8.05
CHEMBL4083467,4.92
CHEMBL337297,5.09
CHEMBL609321,7.77
CHEMBL4087709,6.7
CHEMBL4460706,7.92
CHEMBL4081252,6.82
CHEMBL6008308,6.26
CHEMBL207869,7.11
CHEMBL31745,5.2
CHEMBL596059,7.2
CHEMBL3655344,8.85
CHEMBL5180914,7.96
CHEMBL5183286,8.21
CHEMBL3098315,4.21
CHEMBL4126630,9.0
CHEMBL5975408,6.76
CHEMBL3612591,5.64
CHEMBL6015868,8.15
CHEMBL5804933,5.47
CHEMBL5758018,8.15
CHEMBL4224932,7.0025
CHEMBL3910422,7.725
CHEMBL4535047,6.44
CHEMBL5632295,6.57
CHEMBL3979264,7.85
CHEMBL329183,5.21
CHEMBL4086000,8.85
CHEMBL5558799,7.5833
CHEMBL4868123,5.28
CHEMBL4784258,10.0
CHEMBL6000502,7.06
CHEMBL2316144,5.1
CHEMBL4787951,10.0
CHEMBL3237946,5.21
CHEMBL6013821,7.26
CHEMBL5289059,7.38
CHEMBL5180725,7.68
CHEMBL1202477,7.0
CHEMBL500072,7.48
CHEMBL1683956,6.19
CHEMBL372246,5.91
CHEMBL1812561,5.44
CHEMBL5812371,7.6
CHEMBL1630109,7.025
CHEMBL247709,7.32
CHEMBL5764068,7.29
CHEMBL53665,8.335
CHEMBL3676372,7.12
CHEMBL3908303,7.96
CHEMBL1242287,6.49
CHEMBL5172338,7.4567
CHEMBL4169489,7.5
CHEMBL5990988,9.0
CHEMBL5272004,7.41
CHEMBL592617,9.77
CHEMBL5274692,9.81
CHEMBL5418390,7.6957
CHEMBL382862,5.0
CHEMBL591440,4.61
CHEMBL4550104,9.0
CHEMBL278287,4.31
CHEMBL5926126,8.05
CHEMBL5830978,7.96
CHEMBL2316142,5.82
CHEMBL380247,7.75
CHEMBL5172668,7.71
CHEMBL1916897,7.82
CHEMBL5994162,6.76
CHEMBL3297816,6.95
CHEMBL3633775,6.26
CHEMBL5924640,7.92
CHEMBL1016,5.49
CHEMBL5898457,8.05
CHEMBL5746124,4.97
CHEMBL162053,8.09
CHEMBL285063,7.9456
CHEMBL3133906,5.15
CHEMBL5997059,5.1667
CHEMBL25579,6.52
CHEMBL6032445,6.26
CHEMBL3545308,7.6293
CHEMBL3676370,7.68
CHEMBL4588486,5.85
CHEMBL382823,8.0
CHEMBL5993206,7.92
CHEMBL4099008,7.2
CHEMBL2018762,5.3
CHEMBL3980793,8.42
CHEMBL3633928,7.2025
CHEMBL3234756,7.0
CHEMBL401251,7.28
CHEMBL1817964,6.93
CHEMBL5866385,8.3
CHEMBL169920,6.3
CHEMBL4782025,8.08
CHEMBL1257795,4.96
CHEMBL76116,5.6
CHEMBL5860200,8.15
CHEMBL5889231,7.96
CHEMBL3965948,8.0
CHEMBL3655345,8.3
CHEMBL3355873,8.52
CHEMBL5850364,9.0
CHEMBL567197,7.72
CHEMBL260861,5.62
CHEMBL255656,7.64
CHEMBL5887579,8.05
CHEMBL32079,8.77
CHEMBL3633941,7.51
CHEMBL1242289,6.12
CHEMBL4442932,4.62
CHEMBL5849883,8.7
CHEMBL1830278,5.66
CHEMBL3544983,9.52
CHEMBL1956886,4.7
CHEMBL5842396,5.77
CHEMBL4759697,8.8367
CHEMBL5198812,9.05
CHEMBL1272223,6.5
CHEMBL3800262,4.24
CHEMBL1914654,8.42
CHEMBL1928708,6.06
CHEMBL5950027,8.4
CHEMBL5871981,6.0
CHEMBL5415774,5.31
CHEMBL3633151,8.07
CHEMBL5933379,5.32
CHEMBL5940893,8.55
CHEMBL286343,8.1
CHEMBL5966612,7.54
CHEMBL1645472,7.5
CHEMBL5809367,8.22
CHEMBL2047024,5.65
CHEMBL6015951,8.7
CHEMBL3754803,7.63
CHEMBL3805260,6.44
CHEMBL5220061,8.01
CHEMBL3219129,7.49
CHEMBL522116,6.4
CHEMBL5812558,8.3
CHEMBL4071170,7.55
CHEMBL1830271,6.16
CHEMBL3671534,6.59
CHEMBL5962222,5.2625
CHEMBL253969,5.23
CHEMBL6055515,8.0333
CHEMBL2029441,8.56
CHEMBL3936642,7.11
CHEMBL474524,6.48
CHEMBL414631,6.48
CHEMBL5907912,6.87
CHEMBL403785,5.59
CHEMBL250130,8.52
CHEMBL3358006,5.68
CHEMBL5287016,6.93
CHEMBL4749342,5.91
CHEMBL5966699,7.04
CHEMBL3805280,6.41
CHEMBL4783569,9.25
CHEMBL4793053,9.4
CHEMBL5920011,8.3
CHEMBL5630267,8.685
CHEMBL5088102,8.415
CHEMBL5972732,8.3
CHEMBL543600,4.0
CHEMBL1095259,4.35
CHEMBL3805236,7.96
CHEMBL5998932,7.24
CHEMBL2385983,5.35
CHEMBL4747078,7.92
CHEMBL328245,7.21
CHEMBL2385969,5.6
CHEMBL1172916,5.13
CHEMBL5808781,9.09
CHEMBL2048788,7.48
CHEMBL1090351,8.72
CHEMBL5281589,5.7
CHEMBL1945647,4.82
CHEMBL3894623,5.33
CHEMBL3699596,7.98
CHEMBL161895,8.89
CHEMBL257859,7.8
CHEMBL6013422,9.31
CHEMBL1172823,5.05
CHEMBL3357641,9.03
CHEMBL3357642,8.55
CHEMBL205454,5.24
CHEMBL4519157,8.52
CHEMBL501705,7.3
CHEMBL4293734,8.6
CHEMBL5401125,6.435
CHEMBL3759900,8.22
CHEMBL3604927,5.7567
CHEMBL3746642,5.84
CHEMBL3982602,4.78
CHEMBL6013902,8.59
CHEMBL4456688,5.37
CHEMBL3416439,7.64
CHEMBL2325096,6.52
CHEMBL3893698,7.33
CHEMBL6044353,8.52
CHEMBL52472,7.52
CHEMBL5743744,7.92
CHEMBL4242522,8.4
CHEMBL5275471,5.0
CHEMBL5812501,8.0
CHEMBL5836125,5.62
CHEMBL3233771,7.14
CHEMBL5930251,6.26
CHEMBL122785,4.99
CHEMBL597914,5.9
CHEMBL5870314,6.32
CHEMBL204625,7.2
CHEMBL3233763,5.525
CHEMBL5568921,6.89
CHEMBL5844276,8.52
CHEMBL6036005,5.26
CHEMBL160207,4.67
CHEMBL5749776,6.71
CHEMBL1950289,6.42
CHEMBL598306,6.0
CHEMBL149512,6.13
CHEMBL5941079,8.3
CHEMBL3961553,8.7
CHEMBL3953210,7.62
CHEMBL4281413,5.85
CHEMBL6050257,8.7
CHEMBL1241769,5.03
CHEMBL1630113,7.58
CHEMBL5976230,7.8133
CHEMBL5221067,9.33
CHEMBL3759848,6.52
CHEMBL5081299,8.25
CHEMBL5808724,7.96
CHEMBL4798434,6.59
CHEMBL1242663,4.0
CHEMBL3680374,8.01
CHEMBL5397801,8.58
CHEMBL5420947,6.635
CHEMBL5795026,8.18
CHEMBL6030420,7.66
CHEMBL540590,7.32
CHEMBL3098321,5.79
CHEMBL1241482,4.0
CHEMBL1928716,5.45
CHEMBL6009455,5.865
CHEMBL5203711,6.92
CHEMBL5834325,7.075
CHEMBL5843489,5.08
CHEMBL111197,7.52
CHEMBL4285894,6.12
CHEMBL5766029,6.93
CHEMBL4872030,4.85
CHEMBL3647970,7.31
CHEMBL3954370,6.14
CHEMBL188386,5.13
CHEMBL485320,6.52
CHEMBL334801,7.24
CHEMBL5739799,5.38
CHEMBL6006814,5.29
CHEMBL3678959,7.5867
CHEMBL5203118,7.54
CHEMBL5771119,8.52
CHEMBL5788798,8.7
CHEMBL424093,7.6
CHEMBL4103440,7.68
CHEMBL5792679,7.92
CHEMBL54788,7.36
CHEMBL4555488,6.43
CHEMBL6056862,8.7
CHEMBL3353404,6.365
CHEMBL5754623,8.3
CHEMBL5208349,5.1
CHEMBL5089161,7.5667
CHEMBL592710,5.02
CHEMBL3962343,8.3
CHEMBL78206,5.89
CHEMBL3966129,8.2
CHEMBL1173105,4.76
CHEMBL5801606,7.6
CHEMBL5843750,4.6267
CHEMBL3335244,4.05
CHEMBL4084847,8.37
CHEMBL291514,7.1
CHEMBL5070579,7.67
CHEMBL4085842,8.73
CHEMBL5186583,7.22
CHEMBL49120,5.41
CHEMBL5570716,5.455
CHEMBL474543,5.28
CHEMBL5934211,9.11
CHEMBL5555813,6.1
CHEMBL3939588,6.09
CHEMBL2029691,4.31
CHEMBL5641915,7.46
CHEMBL287007,8.3
CHEMBL6012901,5.26
CHEMBL5409123,7.875
CHEMBL472743,5.27
CHEMBL5780851,6.26
CHEMBL3746557,6.58
CHEMBL5755984,6.535
CHEMBL355816,9.55
CHEMBL5849925,8.1
CHEMBL5779271,7.96
CHEMBL245667,7.19
CHEMBL5632007,5.86
CHEMBL5764117,6.56
CHEMBL3133899,6.01
CHEMBL5860261,8.4
CHEMBL3983586,8.19
CHEMBL5794110,7.73
CHEMBL3655340,9.0
CHEMBL4740108,7.19
CHEMBL257814,7.24
CHEMBL1172915,5.24
CHEMBL5400012,7.02
CHEMBL5918591,6.47
CHEMBL5268388,6.89
CHEMBL2312645,4.52
CHEMBL2335376,6.52
CHEMBL5928819,9.21
CHEMBL4762604,6.29
CHEMBL5282499,5.31
CHEMBL94062,8.7
CHEMBL5882108,8.05
CHEMBL172517,4.5
CHEMBL5218879,8.065
CHEMBL3954587,8.31
CHEMBL2385987,5.46
CHEMBL1077085,4.09
CHEMBL135142,7.46
CHEMBL597304,5.27
CHEMBL2385974,6.07
CHEMBL57690,4.0
CHEMBL3903707,6.945
CHEMBL205284,7.38
CHEMBL4203001,7.29
CHEMBL4436695,8.3
CHEMBL247024,5.6
CHEMBL3092304,6.53
CHEMBL5428511,5.8
CHEMBL5858571,6.9267
CHEMBL5069609,8.96
CHEMBL1173653,5.09
CHEMBL5273000,7.44
CHEMBL520839,4.7
CHEMBL4083916,6.44
CHEMBL1172603,4.81
CHEMBL5537023,6.62
CHEMBL345294,7.96
CHEMBL5914358,8.52
CHEMBL4793105,7.785
CHEMBL4534592,7.885
CHEMBL4762998,6.44
CHEMBL5815315,8.52
CHEMBL496388,6.0
CHEMBL6052966,7.96
CHEMBL381306,4.87
CHEMBL3753461,6.55
CHEMBL5743634,9.715
CHEMBL66570,7.89
CHEMBL3221553,5.14
CHEMBL5994405,7.1033
CHEMBL3678956,7.33
CHEMBL5909490,6.06
CHEMBL4752026,8.1
CHEMBL1934624,8.05
CHEMBL5182553,9.7
CHEMBL5613746,4.89
CHEMBL151593,8.57
CHEMBL2048792,5.64
CHEMBL207815,8.22
CHEMBL5839893,8.435
CHEMBL5964366,8.48
CHEMBL4440586,7.21
CHEMBL4649213,6.13
CHEMBL3765425,8.285
CHEMBL1958037,5.5
CHEMBL589259,4.5
CHEMBL5915655,10.3
CHEMBL3775897,6.34
CHEMBL6026375,5.26
CHEMBL514942,6.62
CHEMBL5947282,8.75
CHEMBL5974145,6.92
CHEMBL6062321,5.11
CHEMBL1241946,5.55
CHEMBL1830269,5.8
CHEMBL3237934,5.1533
CHEMBL3655351,9.0
CHEMBL1641995,5.66
CHEMBL3758990,8.05
CHEMBL93966,8.7
CHEMBL5796551,9.0
CHEMBL3622673,8.21
CHEMBL1093100,4.98
CHEMBL1946843,4.89
CHEMBL5973020,7.0525
CHEMBL1204261,8.09
CHEMBL5964547,6.76
CHEMBL126456,5.32
CHEMBL5967065,4.8525
CHEMBL5900269,5.26
CHEMBL5914449,7.905
CHEMBL4858535,7.35
CHEMBL128027,5.05
CHEMBL91811,7.07
CHEMBL5955406,6.76
CHEMBL5899856,5.995
CHEMBL347282,7.33
CHEMBL5418732,9.1
CHEMBL5763383,7.6
CHEMBL6026116,8.7
CHEMBL27688,8.195
CHEMBL4225863,8.365
CHEMBL5976210,8.22
CHEMBL5797595,7.89
CHEMBL5968371,8.4
CHEMBL126996,6.14
CHEMBL437197,5.87
CHEMBL6031178,7.28
CHEMBL4097594,8.7
CHEMBL1958217,5.37
CHEMBL326044,4.27
CHEMBL5936556,6.0
CHEMBL5787865,6.3867
CHEMBL3787344,7.9517
CHEMBL6004439,6.26
CHEMBL1929305,5.82
CHEMBL5194285,7.2533
CHEMBL5916404,8.095
CHEMBL4072928,6.88
CHEMBL1947124,7.82
CHEMBL5828924,8.22
CHEMBL2325102,5.65
CHEMBL5184941,6.2725
CHEMBL594661,5.35
CHEMBL5900800,6.26
CHEMBL3759780,8.22
CHEMBL447230,6.82
CHEMBL5842538,8.1
CHEMBL4572443,6.49
CHEMBL5782603,7.19
CHEMBL5289003,6.96
CHEMBL5291403,9.4
CHEMBL5265881,8.92
CHEMBL5770880,6.905
CHEMBL5436321,6.38
CHEMBL5997382,8.7
CHEMBL1821868,5.42
CHEMBL129825,8.13
CHEMBL169065,5.83
CHEMBL3353411,5.84
CHEMBL3972605,6.46
CHEMBL2018758,5.12
CHEMBL2381507,7.2167
CHEMBL1928293,7.73
CHEMBL4472571,5.76
CHEMBL3663936,8.92
CHEMBL5080260,7.47
CHEMBL6040638,6.56
CHEMBL5908548,7.45
CHEMBL177053,7.36
CHEMBL5759181,4.98
CHEMBL206483,4.82
CHEMBL5206775,7.03
CHEMBL4204566,6.15
CHEMBL3608429,8.07
CHEMBL214487,7.75
CHEMBL48760,4.73
CHEMBL6062263,6.26
CHEMBL5819905,7.66
CHEMBL5811686,8.4
CHEMBL2325109,5.52
CHEMBL4546553,6.285
CHEMBL598798,7.54
CHEMBL5747811,8.7
CHEMBL5949373,6.06
CHEMBL203645,8.77
CHEMBL5761295,5.62
CHEMBL2047029,6.05
CHEMBL5894338,6.0
CHEMBL3092297,5.95
CHEMBL5831433,8.7
CHEMBL5788105,8.61
CHEMBL3917723,5.0
CHEMBL401443,7.17
CHEMBL499345,5.37
CHEMBL6002318,5.83
CHEMBL5809223,5.95
CHEMBL5934972,6.26
CHEMBL6033704,6.26
CHEMBL2087353,7.26
CHEMBL31570,7.715
CHEMBL5966725,8.7
CHEMBL1233881,5.64
CHEMBL3133904,5.82
CHEMBL195218,5.38
CHEMBL5761064,9.0
CHEMBL5887926,8.05
CHEMBL1229592,7.9351
CHEMBL456758,7.58
CHEMBL515664,7.51
CHEMBL3752139,7.02
CHEMBL3758278,8.7
CHEMBL5200760,6.45
CHEMBL5172245,8.19
CHEMBL5915123,7.55
CHEMBL1271507,7.05
CHEMBL452716,5.98
CHEMBL4472983,6.41
CHEMBL355891,6.08
CHEMBL3814882,8.395
CHEMBL5563782,4.02
CHEMBL310740,8.7
CHEMBL162981,8.77
CHEMBL5405341,7.68
CHEMBL3622676,8.25
CHEMBL3903713,8.25
CHEMBL6032261,7.8217
CHEMBL205676,5.685
CHEMBL5743761,8.22
CHEMBL3133911,4.27
CHEMBL361322,5.3
CHEMBL1241491,6.24
CHEMBL72393,7.34
CHEMBL3759980,7.72
CHEMBL5780203,6.83
CHEMBL13629,5.0
CHEMBL74432,6.4
CHEMBL2064382,5.85
CHEMBL1828875,4.75
CHEMBL5897178,6.52
CHEMBL32844,8.645
CHEMBL4069672,7.47
CHEMBL208594,7.96
CHEMBL4862976,8.41
CHEMBL3092314,6.505
CHEMBL4454948,8.4
CHEMBL1242199,6.12
CHEMBL1821896,5.06
CHEMBL1093235,6.64
CHEMBL5900414,6.66
CHEMBL5913616,8.0
CHEMBL4283061,7.57
CHEMBL207247,7.22
CHEMBL293250,4.39
CHEMBL5944645,6.5843
CHEMBL5591709,8.09
CHEMBL503638,7.52
CHEMBL583403,7.64
CHEMBL4450934,6.85
CHEMBL5194482,6.625
CHEMBL5632830,5.9
CHEMBL4463094,7.64
CHEMBL4171543,8.06
CHEMBL4569885,7.52
CHEMBL77782,8.3
CHEMBL4071474,9.3
CHEMBL570918,6.3
CHEMBL132169,5.44
CHEMBL5898434,5.56
CHEMBL3628816,4.67
CHEMBL5180778,7.795
CHEMBL1242117,5.0
CHEMBL3655352,9.0
CHEMBL4289577,6.2
CHEMBL5416668,6.31
CHEMBL3960853,8.96
CHEMBL596754,8.7
CHEMBL5983827,8.7
CHEMBL6056654,8.4
CHEMBL186747,5.5
CHEMBL4863294,7.99
CHEMBL521887,6.16
CHEMBL4789716,6.76
CHEMBL466614,6.9
CHEMBL461869,7.3
CHEMBL466174,7.5
CHEMBL512076,7.5
CHEMBL3133754,5.63
CHEMBL3981041,6.9
CHEMBL5888007,7.4125
CHEMBL3416626,7.75
CHEMBL5899723,6.734
CHEMBL1242845,4.0
CHEMBL1929304,4.42
CHEMBL3814812,7.695
CHEMBL5801421,6.26
CHEMBL4062543,8.155
CHEMBL1830257,4.65
CHEMBL5886252,5.66
CHEMBL4437721,5.66
CHEMBL3740923,5.44
CHEMBL77100,5.32
CHEMBL5437343,7.865
CHEMBL4081732,6.765
CHEMBL2426288,6.275
CHEMBL4081727,5.72
CHEMBL5757288,6.68
CHEMBL56319,5.065
CHEMBL5795317,6.76
CHEMBL52765,7.3629
CHEMBL5940343,7.75
CHEMBL3890751,7.36
CHEMBL3912361,6.62
CHEMBL5913936,7.6
CHEMBL584714,7.42
CHEMBL332333,7.24
CHEMBL4227812,6.7033
CHEMBL6030352,6.3757
CHEMBL3969056,7.26
CHEMBL5079430,8.905
CHEMBL5900941,7.67
CHEMBL2442324,5.67
CHEMBL1365395,5.41
CHEMBL5437252,7.335
CHEMBL544770,5.82
CHEMBL3623287,8.125
CHEMBL385471,8.05
CHEMBL2029438,9.26
CHEMBL3759203,6.14
CHEMBL5823139,6.26
CHEMBL3740850,7.14
CHEMBL3953593,7.39
CHEMBL5776172,7.92
CHEMBL5897403,7.1533
CHEMBL5904573,7.47
CHEMBL55729,10.0
CHEMBL119977,7.72
CHEMBL2179124,6.2
CHEMBL514016,6.1
CHEMBL4465103,7.53
CHEMBL4092491,5.99
CHEMBL3752129,6.44
CHEMBL300083,5.68
CHEMBL4439338,8.455
CHEMBL5943336,5.26
CHEMBL3904787,6.12
CHEMBL4536146,5.05
CHEMBL4225191,7.2375
CHEMBL5811714,8.0
CHEMBL440873,6.44
CHEMBL3753235,9.7
CHEMBL6035358,7.6
CHEMBL441518,5.535
CHEMBL5835276,6.26
CHEMBL5967291,6.23
CHEMBL1276179,6.76
CHEMBL312482,7.52
CHEMBL4175045,8.39
CHEMBL382186,5.275
CHEMBL3633929,8.52
CHEMBL1242662,7.06
CHEMBL3219508,6.29
CHEMBL3676338,6.03
CHEMBL5874020,7.6
CHEMBL202398,7.4
CHEMBL3671554,7.58
CHEMBL3973601,7.57
CHEMBL3964033,8.72
CHEMBL4162530,7.135
CHEMBL6001194,7.89
CHEMBL5791264,7.6
CHEMBL1241485,5.42
CHEMBL1241684,4.0
CHEMBL4091166,6.825
CHEMBL1098121,5.36
CHEMBL5954027,6.76
CHEMBL338449,4.87
CHEMBL4638857,5.12
CHEMBL6060532,7.89
CHEMBL5206193,7.29
CHEMBL5784829,6.26
CHEMBL5878054,8.7
CHEMBL3092316,6.355
CHEMBL5969616,5.545
CHEMBL4129902,7.8
CHEMBL4112924,9.4
CHEMBL5883991,8.61
CHEMBL5924281,5.26
CHEMBL5956362,7.17
CHEMBL3918330,7.39
CHEMBL3957416,7.505
CHEMBL4208673,7.46
CHEMBL92356,7.19
CHEMBL5591662,7.84
CHEMBL3958006,8.31
CHEMBL4277822,7.0
CHEMBL3953221,7.3467
CHEMBL3973973,6.805
CHEMBL1641989,5.39
CHEMBL5403510,9.52
CHEMBL5763901,8.7
CHEMBL1907944,7.0
CHEMBL1907764,6.7
CHEMBL290106,6.21
CHEMBL1821897,5.29
CHEMBL3355887,8.31
CHEMBL1241947,5.0
CHEMBL205149,8.0
CHEMBL5888829,5.2617
CHEMBL256295,7.92
CHEMBL394333,7.05
CHEMBL3114690,7.93
CHEMBL3327179,5.32
CHEMBL5949054,9.03
CHEMBL3263965,6.24
CHEMBL5828306,5.26
CHEMBL3622652,6.28
CHEMBL162223,8.92
CHEMBL3922922,7.0
CHEMBL3758762,8.15
CHEMBL5936272,6.32
CHEMBL5806859,9.0
CHEMBL5272747,7.74
CHEMBL384407,7.57
CHEMBL3797606,7.985
CHEMBL6057645,7.96
CHEMBL5633106,6.96
CHEMBL4547475,7.39
CHEMBL4744655,8.37
CHEMBL1958222,5.26
CHEMBL3753874,7.75
CHEMBL3806222,7.23
CHEMBL3815163,7.7475
CHEMBL4549626,7.42
CHEMBL380889,7.3
CHEMBL5542514,5.34
CHEMBL4646644,5.37
CHEMBL3604926,5.76
CHEMBL5436634,6.045
CHEMBL5405436,5.23
CHEMBL264382,8.96
CHEMBL443098,7.24
CHEMBL1200679,5.66
CHEMBL5778626,9.53
CHEMBL293261,6.07
CHEMBL3752448,8.0
CHEMBL393787,6.7
CHEMBL233325,7.58
CHEMBL2437466,8.036
CHEMBL483108,4.64
CHEMBL3622677,8.1
CHEMBL5844116,7.6
CHEMBL3085377,5.14
CHEMBL5400975,7.22
CHEMBL5776775,7.6
CHEMBL490780,6.05
CHEMBL6001660,6.76
CHEMBL5823169,8.06
CHEMBL3740930,5.45
CHEMBL3233770,6.775
CHEMBL5180388,10.03
CHEMBL203295,7.68
CHEMBL394056,6.47
CHEMBL203661,8.89
CHEMBL5971757,5.3125
CHEMBL55425,7.24
CHEMBL76958,6.0
CHEMBL2437462,8.978
CHEMBL5894508,8.52
CHEMBL3233782,6.97
CHEMBL5920247,7.905
CHEMBL345109,7.23
CHEMBL4527132,5.3
