molecule_chembl_id,canonical_smiles,inchi_key,pchembl_value,bioactivity_class,group_type,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,violates_mw,violates_logp,violates_hdonors,violates_hacceptors,ro5_violations
CHEMBL5754433,CC(C)(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cocn2)NN1,ABNRNBDSPMGJBS-RUZDIDTESA-N,7.4,active,single_entry,553.4290000000001,6.401880000000004,4.0,9.0,114.07000000000001,6.0,True,True,False,False,2
CHEMBL603198,COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)C1CC1,ABOUXXMKTJTICI-UHFFFAOYSA-N,4.25,inactive,single_entry,324.38400000000007,3.1321000000000003,2.0,6.0,100.19,5.0,False,False,False,False,0
CHEMBL6048747,CN1CCN(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3CC(C)(C)O)CC1,ABRYZACBGXFEHT-UHFFFAOYSA-N,6.41,active,nonzero_sd,488.5960000000003,2.0287,2.0,8.0,107.57000000000001,5.0,False,False,False,False,0
CHEMBL5864012,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4cc(CC#N)ccc4n3CC(C)(C)O)ccn2)cn1,ABTHBGGHEGAVLT-UHFFFAOYSA-N,6.995,active,nonzero_sd,429.48400000000015,2.34298,2.0,7.0,124.88000000000001,5.0,False,False,False,False,0
CHEMBL3612599,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C)cc(C)c4)c3cc21,ABWOJCSTHNOIOW-UHFFFAOYSA-N,5.82,intermediate,single_entry,420.46900000000016,4.241440000000003,1.0,8.0,99.25,7.0,False,False,False,False,0
CHEMBL1822063,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(C)cc3)C2)cc1,ABXZGIQHNLYSJX-UHFFFAOYSA-N,5.33,intermediate,single_entry,460.0020000000002,7.136220000000006,0.0,5.0,37.72,5.0,False,True,False,False,1
CHEMBL5184539,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C(F)F)C1=O,ACAARKVFRVCUMK-UHFFFAOYSA-N,8.145,active,nonzero_sd,656.7590000000004,5.163300000000007,2.0,8.0,103.59,8.0,True,True,False,False,2
CHEMBL4453748,C=CC(=O)N(c1ccc(F)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,ACALVKSHYQWUFA-UHFFFAOYSA-N,7.19,active,single_entry,500.9580000000005,4.382700000000004,0.0,7.0,77.02000000000001,9.0,True,False,False,False,1
CHEMBL5993343,C=CC(=O)N1CCC(Nc2cncc(-c3cnc(Nc4ccccn4)nc3)c2)CC1,ACBZKZLKNFTGLR-UHFFFAOYSA-N,5.47,intermediate,single_entry,401.47400000000016,3.2661000000000016,2.0,7.0,95.93,6.0,False,False,False,False,0
CHEMBL5397557,OCc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1,ACFWCPZFEIDRAM-UHFFFAOYSA-N,9.0,active,single_entry,330.391,3.729300000000001,3.0,4.0,73.83,5.0,False,False,False,False,0
