molecule_chembl_id,canonical_smiles,inchi_key,pchembl_value,bioactivity_class,group_type,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,violates_mw,violates_logp,violates_hdonors,violates_hacceptors,ro5_violations
CHEMBL5281140,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H](C)CC)CC1,FXXRDJWLGBGUPK-HNNXBMFYSA-N,8.92,active,single_entry,533.4310000000002,6.552400000000006,1.0,6.0,76.58,8.0,True,True,False,False,2
CHEMBL5266601,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H](C)CC)CC1,FXXRDJWLGBGUPK-OAHLLOKOSA-N,7.97,active,single_entry,533.4310000000002,6.552400000000006,1.0,6.0,76.58,8.0,True,True,False,False,2
CHEMBL4584413,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCc2ccccc2)nn1,FXZXGCSIPRGRIG-UHFFFAOYSA-N,7.92,active,single_entry,543.9900000000002,5.703600000000004,2.0,8.0,106.85,10.0,True,True,False,False,2
CHEMBL277667,CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,FYCRLNBEUFLEDZ-UHFFFAOYSA-N,4.0,inactive,single_entry,548.5080000000002,0.5429999999999999,8.0,11.0,200.73999999999998,3.0,True,False,True,True,3
CHEMBL4096021,C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)ncn2)c(OC)cc1N(C)CCN(C)C,FYFGRFZDRZIZHF-UHFFFAOYSA-N,8.755,active,nonzero_sd,525.6570000000004,4.919000000000003,2.0,8.0,87.55,10.0,True,False,False,False,1
CHEMBL5788210,COc1ccccc1-c1cc(C(=O)/N=c2\[nH]c3cc(CN4CCOCC4)ccc3n2CC(C)(C)O)ccn1,FYMLJLBVLXOQGV-UHFFFAOYSA-N,8.165,active,nonzero_sd,515.6140000000004,3.3842000000000017,2.0,7.0,104.97,7.0,True,False,False,False,1
CHEMBL5273197,C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1c(OCCCF)cc2F,FYOKMYZVCLTWDU-UHFFFAOYSA-N,8.55,active,nonzero_sd,531.6070000000003,6.812400000000006,1.0,6.0,72.28,5.0,True,True,False,False,2
CHEMBL5583867,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccccc4)cc3F)ncnc2cc1OC,FYWNSODYJWGXTK-UHFFFAOYSA-N,6.355,active,nonzero_sd,500.5300000000002,5.655700000000004,2.0,6.0,102.44000000000001,10.0,True,True,False,False,2
CHEMBL5744692,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(N)=O)CCC4)NN3)c3cccc4ncsc34)cc12,FYZMTXYYYFCWMI-SANMLTNESA-N,8.7,active,single_entry,602.1680000000002,5.554980000000003,5.0,10.0,144.01999999999998,8.0,True,True,False,False,2
CHEMBL25450,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,FYZOPODRENDNJN-UHFFFAOYSA-N,6.3,active,single_entry,434.87400000000025,4.692000000000004,2.0,6.0,68.3,6.0,False,False,False,False,0
CHEMBL3676343,C=CC(=O)Nc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCCNC(=O)CN(C)C,FYZZYOSCIAZCBA-UHFFFAOYSA-N,6.76,active,zero_sd,549.3760000000002,3.595200000000002,3.0,7.0,108.48,10.0,True,False,False,False,1
CHEMBL2437474,COc1ccc(-n2c(=O)cnc3cnc(Nc4cccc(N)c4)nc32)cc1,FZEFYHUOKWGELA-UHFFFAOYSA-N,5.134,intermediate,nonzero_sd,360.3770000000001,2.5100999999999996,2.0,8.0,107.95,4.0,False,False,False,False,0
CHEMBL114392,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,FZGMFMLMNGWHRX-UHFFFAOYSA-N,5.57,intermediate,single_entry,465.9160000000002,4.469480000000003,2.0,6.0,90.28,6.0,False,False,False,False,0
CHEMBL2283257,O=C(/C=C/c1ccccc1)Nc1ccccc1Br,FZGNQEIHILPJBW-ZHACJKMWSA-N,4.8,inactive,single_entry,302.17100000000005,4.101000000000002,1.0,1.0,29.1,3.0,False,False,False,False,0
CHEMBL4129607,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,FZMDYRDIEFUOCL-UHFFFAOYSA-N,7.85,active,single_entry,653.7879999999999,3.6162000000000027,2.0,12.0,129.85999999999999,9.0,True,False,False,True,2
CHEMBL1084117,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(Nc2ccc([N+](=O)[O-])cc2Cl)=N1,FZNFCLCTTNGMQK-UHFFFAOYSA-N,4.21,inactive,single_entry,507.93400000000014,4.992920000000004,5.0,8.0,149.12,5.0,True,False,False,False,1
CHEMBL5440626,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NC4CCCC4)c23)c1,FZODZIMYKMHUJM-UHFFFAOYSA-N,8.25,active,nonzero_sd,522.6530000000004,5.787600000000006,2.0,7.0,86.53,7.0,True,True,False,False,2
CHEMBL3671492,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCN(C)C,FZPKPBLYVQTKPP-UHFFFAOYSA-N,8.05,active,zero_sd,474.33400000000023,4.339900000000004,2.0,6.0,79.38,8.0,False,False,False,False,0
CHEMBL430031,CC(C)CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,FZRBAMDZJYDNRB-VPUKRXIYSA-N,7.5,active,single_entry,433.49100000000016,4.346000000000003,2.0,8.0,103.24000000000001,8.0,False,False,False,False,0
CHEMBL5406303,CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CCN(C)C)c3)n2)c2ccccc21,FZTUHNHNMFXADS-UHFFFAOYSA-N,8.12,active,single_entry,489.6050000000003,3.951000000000003,1.0,9.0,97.94,8.0,False,False,False,False,0
CHEMBL3906533,CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,FZXFZHFLUJFRGT-UHFFFAOYSA-N,8.36,active,single_entry,293.326,3.5501000000000014,1.0,5.0,64.11,4.0,False,False,False,False,0
CHEMBL5849525,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(CC(C)(C)C(F)(F)F)NN1,FZYBMFFJANQQRV-SANMLTNESA-N,7.6,active,single_entry,605.0840000000005,6.9683000000000055,4.0,8.0,100.92999999999999,8.0,True,True,False,False,2
CHEMBL4225565,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1,GACHVPHWYJEGML-YHBQERECSA-N,6.28,active,single_entry,515.6870000000002,4.948900000000004,2.0,9.0,82.34,6.0,True,False,False,False,1
CHEMBL383614,Brc1cccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)c1,GACPHRAIWYJVFZ-UHFFFAOYSA-N,5.57,intermediate,nonzero_sd,448.11800000000017,5.463000000000002,2.0,5.0,59.07000000000001,2.0,False,True,False,False,1
CHEMBL3098322,COc1cc2nc(Cl)nc(Nc3ccc(O)cc3)c2cc1OC,GADDOFDYJUJMFY-UHFFFAOYSA-N,5.37,intermediate,single_entry,331.7590000000001,3.749600000000002,2.0,6.0,76.50000000000001,4.0,False,False,False,False,0
CHEMBL3676342,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3Cl)ncnc2cc1OCCNC(C)=O,GANZOBRZAGYPGJ-UHFFFAOYSA-N,6.06,active,zero_sd,494.7660000000002,4.9730000000000025,3.0,6.0,105.24000000000001,8.0,False,False,False,False,0
CHEMBL3671569,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)c1ccc[nH]1,GAONTQMLYXNEGT-UHFFFAOYSA-N,6.43,active,zero_sd,539.3650000000002,4.536400000000003,4.0,6.0,121.03,9.0,True,False,False,False,1
CHEMBL4173032,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCN(C)CC1,GAQRUYMOHLJCGQ-UHFFFAOYSA-N,6.76,active,single_entry,526.6050000000002,3.429400000000001,3.0,11.0,125.35999999999999,9.0,True,False,False,True,2
CHEMBL4785569,CCOc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,GAUBIWZQEGWAKV-OAHLLOKOSA-N,9.52,active,single_entry,358.445,5.196700000000004,2.0,4.0,62.83,6.0,False,True,False,False,1
CHEMBL5916200,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5cccc(Cl)c5F)c4c3)c3csc4c3CCN(C3COC3)C4)NN2)CC1,GAVWVOSZILILMM-QNGWXLTQSA-N,8.7,active,single_entry,762.7869999999997,7.6966800000000095,4.0,11.0,103.75,8.0,True,True,False,True,3
CHEMBL6010478,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncccc34)cc12,GAVZGGRFTZWEPU-LJAQVGFWSA-N,8.4,active,single_entry,597.6490000000001,6.398660000000005,4.0,9.0,124.72,7.0,True,True,False,False,2
CHEMBL3977326,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccc4)c3)ncnc2cc1OC,GAYUJMWHGBAPKD-UHFFFAOYSA-N,7.68,active,single_entry,451.53000000000014,5.733500000000005,2.0,6.0,81.07000000000001,7.0,False,True,False,False,1
CHEMBL210378,CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,GBANDHWBCXOTHA-UHFFFAOYSA-N,6.69,active,single_entry,419.2720000000001,4.805200000000003,1.0,6.0,90.79,6.0,False,False,False,False,0
CHEMBL3325471,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,GBGMVSCSSCQLIY-UHFFFAOYSA-N,5.27,intermediate,single_entry,464.48900000000026,2.9858800000000008,1.0,10.0,135.31999999999996,3.0,False,False,False,False,0
CHEMBL5198992,COCC1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,GBJAYAQWPSVFJF-RLWLMLJZSA-N,6.24,active,nonzero_sd,495.6030000000003,3.6686000000000023,2.0,9.0,99.53,7.0,False,False,False,False,0
CHEMBL5280471,COc1cc2c(Nc3ccc(Oc4ccccc4)c(Br)c3)ncnc2cc1OCC1CCN(C)CC1,GBPGWKWOERUIBG-UHFFFAOYSA-N,8.15,active,single_entry,549.4690000000002,6.657400000000006,1.0,7.0,68.74,8.0,True,True,False,False,2
CHEMBL5785289,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1F)C1=CN(C2(C(F)F)CC2)NN1,GBROCMYSCOAARG-DEOSSOPVSA-N,5.02,intermediate,single_entry,589.0410000000002,6.316600000000005,4.0,8.0,100.92999999999999,8.0,True,True,False,False,2
CHEMBL5800758,O=C(/N=c1\[nH]c2ccccc2n1[C@H]1CC[C@@H](O)CC1)c1ccnc(-c2cnn(C(F)F)c2)c1,GBSNLXPRXOCFHS-CALCHBBNSA-N,7.78,active,nonzero_sd,452.4650000000001,3.840100000000003,2.0,6.0,101.09,4.0,False,False,False,False,0
CHEMBL4784185,N#Cc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,GBVQKTBBELXOAA-UHFFFAOYSA-N,5.8633,intermediate,nonzero_sd,606.0140000000002,5.299180000000005,2.0,10.0,155.54000000000002,10.0,True,True,False,False,2
CHEMBL5993268,COC[C@@H]1CN(c2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C(=O)O1,GBWRYYKSRSTZJC-NSHDSACASA-N,10.095,active,nonzero_sd,432.8390000000002,4.146100000000003,1.0,7.0,85.81000000000002,6.0,False,False,False,False,0
CHEMBL541307,CN(C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,GBXUHEYXYWRWJR-UHFFFAOYSA-N,5.41,intermediate,single_entry,406.91400000000004,2.220800000000002,3.0,5.0,96.68999999999998,10.0,False,False,False,False,0
CHEMBL3815161,O=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,GBYAVSVYSJQDNZ-UHFFFAOYSA-N,7.6267,active,nonzero_sd,444.8980000000001,3.619600000000001,3.0,6.0,91.41000000000001,6.0,False,False,False,False,0
CHEMBL523059,CC(C)N1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,GBYSPHCOZHPPFX-UHFFFAOYSA-N,4.66,inactive,single_entry,553.473,6.5448800000000045,2.0,8.0,94.69,7.0,True,True,False,False,2
CHEMBL6043125,NC(=O)c1ncc(N2CCCC[C@@H](NC(=O)C3CC3)C2)nc1Nc1ccc(C2CCN(C3CCCC3)CC2)cc1,GBZJWIWJKOKRGY-RUZDIDTESA-N,6.26,active,single_entry,545.7320000000004,4.326200000000002,3.0,7.0,116.47999999999999,8.0,True,False,False,False,1
CHEMBL293251,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,GCAJVGAKBPOEBH-UHFFFAOYSA-N,4.94,inactive,single_entry,720.5120000000002,9.498999999999995,2.0,6.0,68.06,7.0,True,True,False,False,2
CHEMBL5879924,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@@H]3C[C@@H](O)C4CC43)c3ncnc(N)c23)cc1,GCCWPAARIVMAAH-NTFDOXNWSA-N,6.26,active,single_entry,470.5330000000002,2.9559000000000006,3.0,8.0,128.18,6.0,False,False,False,False,0
CHEMBL5758455,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3cccnc3F)cc12)c1ccccc1,GCDPXAYRKOVYIN-VAVYLYDRSA-N,8.05,active,nonzero_sd,555.0610000000003,6.338980000000004,4.0,8.0,100.93,9.0,True,True,False,False,2
CHEMBL4105329,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,GCDSDVNITVBCDW-VWLOTQADSA-N,8.29,active,nonzero_sd,470.9600000000002,6.104820000000005,4.0,5.0,94.06,6.0,False,True,False,False,1
CHEMBL3752074,COc1cc(NC(=O)Nc2ccccn2)cc(-c2cccnc2)c1OC,GCJNDMDPMOVHTQ-UHFFFAOYSA-N,7.31,active,single_entry,350.3780000000001,3.804800000000002,2.0,5.0,85.37,5.0,False,False,False,False,0
CHEMBL4116552,COc1ccc(N(C)c2nc(C)nc3c(Cc4ccccc4)cn(C)c23)cc1,GCKTWBJEXJWFHY-UHFFFAOYSA-N,8.64,active,single_entry,372.47200000000004,4.644020000000004,0.0,5.0,43.18,5.0,False,False,False,False,0
CHEMBL2148049,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,GCMJIBUKSLVDKY-UHFFFAOYSA-N,7.33,active,single_entry,596.0310000000002,5.578800000000005,2.0,8.0,115.21000000000001,9.0,True,True,False,False,2
CHEMBL4080008,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CN(C)C)C1,GCNPOQDMYIZNHO-UHFFFAOYSA-N,8.055,active,nonzero_sd,537.6680000000003,4.919000000000003,2.0,8.0,87.55,9.0,True,False,False,False,1
CHEMBL4456370,OC(c1cccs1)c1cc2ccccc2nc1Cl,GCSPPESXDKZVCM-UHFFFAOYSA-N,5.2,intermediate,single_entry,275.76,4.031400000000001,1.0,3.0,33.120000000000005,2.0,False,False,False,False,0
CHEMBL4204354,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=C=S)cc2)n1,GCTHORYVLNGOSW-UHFFFAOYSA-N,4.8467,inactive,nonzero_sd,482.9970000000002,5.160600000000004,1.0,9.0,75.11,7.0,False,True,False,False,1
CHEMBL301483,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,GCTRVFZGBTUDPW-UHFFFAOYSA-N,5.9,intermediate,single_entry,504.46600000000024,5.673900000000004,3.0,6.0,95.07,11.0,True,True,False,False,2
CHEMBL5398855,Cc1ccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1OCCOCCn1ccnc1[N+](=O)[O-],GCTUFYNEPNKJJD-UHFFFAOYSA-N,5.645,intermediate,nonzero_sd,513.5580000000003,4.887620000000004,1.0,10.0,122.16,11.0,True,False,False,False,1
CHEMBL5555183,COc1cc(C2NCCc3c2[nH]c2ccccc32)ccc1OCc1ccc(F)c(Br)c1,GCUMNDWPHKJKFB-UHFFFAOYSA-N,4.29,inactive,single_entry,481.3650000000002,5.892200000000004,2.0,3.0,46.28,5.0,False,True,False,False,1
CHEMBL5823520,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Oc3ccc(Oc4ccccc4)cc3)n2)c1,GCUYAORKXCVHIX-UHFFFAOYSA-N,5.62,intermediate,nonzero_sd,442.4500000000001,6.068400000000003,2.0,6.0,85.37,8.0,False,True,False,False,1
CHEMBL3968417,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,GCUYIMVZVRRUPD-ONEGZZNKSA-N,8.85,active,nonzero_sd,400.845,3.6172000000000004,2.0,6.0,83.04,6.0,False,False,False,False,0
CHEMBL4065984,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,GCVJAYSNNQUWJS-QHCPKHFHSA-N,6.22,active,single_entry,618.714,4.085800000000003,1.0,9.0,106.61,8.0,True,False,False,False,1
CHEMBL4209119,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCOCc3ccccc3)cc2)n1,GCWJFCPMHSRKSB-UHFFFAOYSA-N,5.5033,intermediate,nonzero_sd,603.1230000000004,5.971700000000005,2.0,9.0,101.08000000000001,12.0,True,True,False,False,2
CHEMBL6005779,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn[nH]c3)n2)c(OC)cc1N1CCC(N(C)C)CC1,GCWSZSOEXSYQQN-UHFFFAOYSA-N,7.955,active,nonzero_sd,497.0030000000003,3.9272000000000027,3.0,8.0,111.29999999999998,8.0,False,False,False,False,0
CHEMBL480356,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)NNc4ccccc4)cc32)c(C)c1CCC(=O)O,GCZQBFMPHLFNIO-MOSHPQCFSA-N,5.46,intermediate,single_entry,444.49100000000027,3.898340000000003,5.0,4.0,123.32000000000001,7.0,False,False,False,False,0
CHEMBL5805378,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(NC(C3=CN(C4CC4)NN3)c3csc4c3CCN(C3COC3)C4)cc12,GDDLPRYSOFTDGY-UHFFFAOYSA-N,8.2567,active,nonzero_sd,605.2120000000001,5.518080000000004,4.0,10.0,100.51,8.0,True,True,False,False,2
CHEMBL5790950,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(Cc2c(F)cccc2F)NN1,GDFKHVYYOUQDMM-PMERELPUSA-N,8.52,active,single_entry,607.0840000000004,6.858200000000006,4.0,8.0,100.92999999999999,8.0,True,True,False,False,2
CHEMBL5266896,C=CC(=O)Nc1cc(Nc2nccc(-c3c4n(c5ccccc35)CCOC4)n2)c(OC)cc1N(C)CCN(C)C,GDFLCARWFPGROU-UHFFFAOYSA-N,6.54,active,single_entry,541.6560000000004,4.503000000000003,2.0,9.0,96.78,10.0,True,False,False,False,1
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,GDKHQUDZTDIVIZ-ZSOIEALJSA-N,6.75,active,single_entry,455.8770000000003,4.467540000000002,4.0,5.0,120.00000000000001,6.0,False,False,False,False,0
CHEMBL3234744,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,GDMQQLTUNQPLAX-UHFFFAOYSA-N,6.92,active,single_entry,541.5780000000002,4.097520000000004,3.0,7.0,102.49,7.0,True,False,False,False,1
CHEMBL5619516,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)ccc1N(C)CCN(C)C,GDNREXXKMZOXMO-UHFFFAOYSA-N,7.12,active,single_entry,572.689,5.043800000000004,3.0,8.0,107.42,11.0,True,True,False,False,2
CHEMBL4851795,O=C(COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1)NO,GDNUJHZDYQHNMT-UHFFFAOYSA-N,7.18,active,single_entry,444.8350000000001,2.620399999999999,6.0,9.0,157.73,8.0,False,False,True,False,1
CHEMBL5967217,C=CC(=O)N1CCC(Nc2nc(Nc3ccc(OC)nc3)ncc2F)C1,GDOJKORDQXUFBU-UHFFFAOYSA-N,6.26,active,single_entry,358.3770000000001,1.9616999999999996,2.0,7.0,92.27000000000001,6.0,False,False,False,False,0
CHEMBL1242034,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,GDPCGYDMVIPGLD-UHFFFAOYSA-N,4.0,inactive,single_entry,319.372,2.7868000000000004,2.0,7.0,108.53,2.0,False,False,False,False,0
CHEMBL4473365,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,GDRLJBDXWDATLA-UHFFFAOYSA-N,7.9733,active,nonzero_sd,602.161,4.930200000000004,3.0,10.0,128.79,13.0,True,False,False,False,1
CHEMBL5958444,C=CC(=O)NC1CN(c2nc(Nc3ccc(N4CCOCC4)cc3)c3c(c2F)CNC3=O)CC1F,GDXKSJLZRKBLKA-UHFFFAOYSA-N,5.93,intermediate,single_entry,484.5070000000003,1.8731999999999995,3.0,7.0,98.83000000000001,6.0,False,False,False,False,0
CHEMBL4241638,CCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,GDYIJFHOFSZSLG-UHFFFAOYSA-N,7.03,active,single_entry,283.3310000000001,3.6978200000000028,0.0,5.0,51.39,4.0,False,False,False,False,0
CHEMBL5998176,Cn1nccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1,GDYKUYKMJBDQPP-XMMPIXPASA-N,8.4,active,single_entry,532.6030000000003,4.286760000000003,4.0,10.0,129.64999999999998,8.0,True,False,False,False,1
CHEMBL3235203,Cc1ccc2nc(Oc3ccc(F)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,GDZVJYNOYOCFPD-KBKYJPHKSA-N,6.38,active,zero_sd,462.4410000000003,4.038040000000003,1.0,8.0,124.54,7.0,False,False,False,False,0
CHEMBL3133895,C=CC(=O)N1CCc2c(sc3ncnc(Nc4cccc(C)c4F)c23)C1,GEJMJYDZLHWEBY-UHFFFAOYSA-N,5.975,intermediate,nonzero_sd,368.4370000000001,3.953120000000003,1.0,5.0,58.120000000000005,3.0,False,False,False,False,0
CHEMBL5843771,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncnc(NCC(C)(C)C)c4c3)c3cn(C4(C(F)F)CC4)nn3)cccc2c1=O,GEKGVRGEWWWLHR-VWLOTQADSA-N,8.62,active,single_entry,593.0820000000002,6.140300000000005,2.0,9.0,102.55000000000001,8.0,True,True,False,False,2
CHEMBL3676361,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(C)=O,GENOBEOZZLHYRL-UHFFFAOYSA-N,7.89,active,zero_sd,522.7620000000003,4.567800000000003,3.0,6.0,105.24000000000001,8.0,True,False,False,False,1
CHEMBL6008298,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4[nH]ncc34)cc12,GEPGIUUWUHXJPH-SANMLTNESA-N,8.1,active,single_entry,578.071,6.211280000000003,5.0,8.0,116.72000000000001,8.0,True,True,False,False,2
CHEMBL522785,COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3cccc(-c4nc5ccccc5s4)c3)c2cc1OC,GEPKFPGFWUHVLZ-UHFFFAOYSA-N,5.48,intermediate,single_entry,509.59500000000025,6.442420000000004,3.0,9.0,109.87,7.0,True,True,False,False,2
CHEMBL4791195,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(N)=O)cc3)cc12)c1ccccc1,GEPQNFKJFRAQAV-CYBMUJFWSA-N,9.1,active,single_entry,357.4170000000001,3.8969000000000014,3.0,4.0,96.69,5.0,False,False,False,False,0
CHEMBL5916066,Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc2c1=O,GERDXNGLQLPSLW-HJMXRLIPSA-N,9.0,active,single_entry,585.7160000000003,5.159960000000004,4.0,10.0,133.83,7.0,True,True,False,False,2
CHEMBL3133755,O=C(Nc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1)Nc1ccc(F)c(Cl)c1,GETNIGWOTOBHPR-UHFFFAOYSA-N,5.48,intermediate,single_entry,551.0220000000003,5.911000000000005,3.0,7.0,100.64,9.0,True,True,False,False,2
CHEMBL5208056,O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,GETZDLDQXLFTNH-SIHBAMTISA-N,7.995,active,nonzero_sd,612.5180000000003,5.622000000000004,1.0,9.0,90.10000000000001,6.0,True,True,False,False,2
CHEMBL2348194,C[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,GEVOOZNHXCBXLI-GOSISDBHSA-N,5.995,intermediate,nonzero_sd,391.4740000000001,6.729900000000005,1.0,4.0,50.95,5.0,False,True,False,False,1
CHEMBL5740720,COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1)C(=O)NCC2,GEWXWRSAUBATRF-UHFFFAOYSA-N,9.67,active,single_entry,424.47600000000017,4.049100000000002,3.0,5.0,88.27000000000001,7.0,False,False,False,False,0
CHEMBL1095776,CC(C)c1ccccc1Nc1nc(N)nc2[nH]c(Cc3ccc(Cl)cc3Cl)cc12,GEWZCPIATCKFBZ-UHFFFAOYSA-N,4.02,inactive,single_entry,426.35100000000006,6.304700000000003,3.0,4.0,79.62,5.0,False,True,False,False,1
